"Setting","Outcome","Time","Estimate","SE","CI_Lower","CI_Upper","Significant","Percent_Change"
"L1 IDE Subset","Lines Added",4,-0.0771297618963981,0.427339418223203,-0.914715021613875,0.760455497821079,FALSE,-7.42302838219655
"L1 IDE Subset","Lines Added",5,-0.297218711175549,0.448815557755646,-1.17689720437662,0.582459782025517,FALSE,-25.7118481897186
"L1 IDE Subset","Lines Added",6,-1.28492407157962,0.727355680835358,-2.71054120601692,0.140693062857684,FALSE,-72.332840992873
"L1 IDE Subset","Duplicated Lines Density",-6,-0.0101505479591127,0.113792895473824,-0.233184623087808,0.212883527169583,FALSE,-1.00992050137005
"L1 IDE Subset","Duplicated Lines Density",-5,-0.257825089211237,0.255017346101989,-0.757659087571137,0.242008909148662,FALSE,-22.7269620832635
"L1 IDE Subset","Duplicated Lines Density",-4,0.0907518028076624,0.198892056622733,-0.299076628172894,0.480580233788219,FALSE,9.49971962990115
"L1 IDE Subset","Duplicated Lines Density",-3,-0.0896533691045728,0.134837263347569,-0.353934405265807,0.174627667056661,FALSE,-8.57519630315412
"L1 IDE Subset","Duplicated Lines Density",-2,-0.00669541364921753,0.100433358314417,-0.203544795945475,0.19015396864704,FALSE,-0.667304930792556
"L1 IDE Subset","Duplicated Lines Density",0,0.135808670778626,0.0935662353153077,-0.0475811504393768,0.319198491996629,FALSE,14.5462712138796
"L1 IDE Subset","Duplicated Lines Density",1,0.149336885369036,0.104175904688219,-0.0548478878198737,0.353521658557945,FALSE,16.1064068828187
"L1 IDE Subset","Duplicated Lines Density",2,0.214162657333038,0.0994487256320363,0.0192431550942465,0.409082159571829,TRUE,23.8824142237382
"L1 IDE Subset","Duplicated Lines Density",3,0.174029015043148,0.0900691067533155,-0.00250643419335028,0.350564464279647,FALSE,19.0090095834896
"L1 IDE Subset","Duplicated Lines Density",4,0.260363943209364,0.111218439969104,0.0423758008699204,0.478352085548808,TRUE,29.7402181466472
"L1 IDE Subset","Duplicated Lines Density",5,0.283555146894331,0.114329203311549,0.0594699084036943,0.507640385384968,TRUE,32.784210466303
"L1 IDE Subset","Duplicated Lines Density",6,0.229669576091651,0.0913839057885359,0.0505571207461201,0.408782031437181,TRUE,25.818420709453
"L1 IDE Subset","% Comment Lines",-6,0.0223144597276844,0.0349865011980621,-0.0462590826205173,0.0908880020758861,FALSE,2.25652895200756
"L1 IDE Subset","% Comment Lines",-5,0.0661326261156861,0.0845050928618427,-0.0994973558935255,0.231762608124898,FALSE,6.83684013214652
"L1 IDE Subset","% Comment Lines",-4,-0.0853591129079918,0.0678205626958132,-0.218287415791786,0.0475691899758021,FALSE,-8.18175059964816
"L1 IDE Subset","% Comment Lines",-3,-0.032676179452334,0.0631823378178764,-0.156513561575372,0.0911612026707038,FALSE,-3.21480808113135
"L1 IDE Subset","% Comment Lines",-2,-0.0180225054146123,0.057829093504022,-0.131367528682495,0.0953225178532709,FALSE,-1.78610713342212
"L1 IDE Subset","% Comment Lines",0,-0.0520780453905949,0.0427936411875404,-0.135953582118174,0.0317974913369842,FALSE,-5.07452210081809
"L1 IDE Subset","% Comment Lines",1,-0.0166111898437478,0.044518090145949,-0.103866646529808,0.0706442668423123,FALSE,-1.64739847932609
"L1 IDE Subset","% Comment Lines",2,0.0261256036801343,0.055517435145876,-0.0826885692057825,0.134939776566051,FALSE,2.64698687699052
"L1 IDE Subset","% Comment Lines",3,0.10378268237397,0.051606238005497,0.00263445588319573,0.204930908864744,TRUE,10.9359345378503
"L1 IDE Subset","% Comment Lines",4,0.103581404820781,0.0865251808057362,-0.0660079495584615,0.273170759200024,FALSE,10.9136078713896
"L1 IDE Subset","% Comment Lines",5,0.1546556793396,0.0866626336796888,-0.0152030826725897,0.324514441351791,FALSE,16.725598155374
"L1 IDE Subset","% Comment Lines",6,0.151350925257875,0.0865022303389907,-0.0181934462065466,0.320895296722297,FALSE,16.3404854603011
"L1 IDE Subset","Static Analysis Warnings",-6,-0.0857170401043916,0.0990184979190587,-0.279793296025747,0.108359215816963,FALSE,-8.21460896743185
"L1 IDE Subset","Static Analysis Warnings",-5,0.0448991331696978,0.107898542239905,-0.166582009620517,0.256380275959913,FALSE,4.59223557151065
"L1 IDE Subset","Static Analysis Warnings",-4,0.123138400732363,0.105644429469658,-0.083924681028167,0.330201482492892,FALSE,13.1040947010977
"L1 IDE Subset","Static Analysis Warnings",-3,0.0532929901511519,0.105107721866382,-0.152718144706956,0.25930412500926,FALSE,5.47386278827013
"L1 IDE Subset","Static Analysis Warnings",-2,-0.00184985064977154,0.100725343947448,-0.19927152478677,0.195571823487227,FALSE,-0.184814073058581
"L1 IDE Subset","Static Analysis Warnings",0,0.0951352723830197,0.0703247821720823,-0.0427013006742615,0.232971845440301,FALSE,9.98076186615167
"L1 IDE Subset","Static Analysis Warnings",1,0.141400688113996,0.084881148204384,-0.0249663623665969,0.307767738594588,FALSE,15.1886102598869
"L1 IDE Subset","Static Analysis Warnings",2,0.109186778108311,0.14784645868936,-0.180592280922835,0.398965837139456,FALSE,11.5370657708726
"L1 IDE Subset","Static Analysis Warnings",3,0.125510884218295,0.176755979550572,-0.220930835700827,0.471952604137417,FALSE,13.3727508631064
"L1 IDE Subset","Static Analysis Warnings",4,0.249383541835883,0.145218814826371,-0.0352453352238042,0.534012418895571,FALSE,28.3234112664663
"L1 IDE Subset","Static Analysis Warnings",5,0.304115758660704,0.131603809806095,0.046172291440759,0.56205922588065,TRUE,35.5425949301198
"L1 IDE Subset","Static Analysis Warnings",6,0.125653783063288,0.156869679452187,-0.181810788662998,0.433118354789575,FALSE,13.3889528558538
"L1 IDE Subset","Cognitive/Code Complexity",-6,-0.217224141317941,0.0714110384318318,-0.357189776644331,-0.0772585059915508,TRUE,-19.5250428541108
"L1 IDE Subset","Cognitive/Code Complexity",-5,-0.104759233561056,0.11887787260329,-0.337759863863504,0.128241396741392,FALSE,-9.94586833872216
"L1 IDE Subset","Cognitive/Code Complexity",-4,0.107929291885165,0.125770291989347,-0.138580480413955,0.354439064184285,FALSE,11.3968975955407
"L1 IDE Subset","Cognitive/Code Complexity",-3,0.067046867285756,0.112523279682427,-0.153498760891801,0.287592495463313,FALSE,6.93455943257282
"L1 IDE Subset","Cognitive/Code Complexity",-2,0.0754319625826325,0.102905598561711,-0.12626301059832,0.277126935763585,FALSE,7.83498570828109
"L1 IDE Subset","Cognitive/Code Complexity",0,0.178749682577739,0.105001390778237,-0.0270530433476059,0.384552408503084,FALSE,19.5721396805726
"L1 IDE Subset","Cognitive/Code Complexity",1,0.305006467108835,0.117936483163465,0.0738509601084434,0.536161974109226,TRUE,35.6633776476136
"L1 IDE Subset","Cognitive/Code Complexity",2,0.311797697492206,0.152612236296815,0.0126777143504479,0.610917680633964,TRUE,36.5878344462992
"L1 IDE Subset","Cognitive/Code Complexity",3,0.286633770325636,0.177388316637177,-0.0610473302832316,0.634314870934503,FALSE,33.1936329534101
"L1 IDE Subset","Cognitive/Code Complexity",4,0.49411108837258,0.167938267129198,0.164952084799352,0.823270091945808,TRUE,63.9040629036811
"L1 IDE Subset","Cognitive/Code Complexity",5,0.624764527650329,0.190888758445229,0.25062256109768,0.998906494202978,TRUE,86.7806088957326
"L1 IDE Subset","Cognitive/Code Complexity",6,0.317244491964857,0.206011358823508,-0.0865377713292197,0.721026755258933,FALSE,37.3338301061888
"L2+ IDE Subset","Commits",-6,0.357363049066767,0.264725097686689,-0.161498142399144,0.876224240532677,FALSE,42.955477418097
"L2+ IDE Subset","Commits",-5,0.026046399066561,0.12692930500897,-0.222735038751021,0.274827836884143,FALSE,2.63885708402327
"L2+ IDE Subset","Commits",-4,-0.0900896251111218,0.0927691098597635,-0.271917080436258,0.0917378302140145,FALSE,-8.61507222422696
"L2+ IDE Subset","Commits",-3,-0.116864577467504,0.101028980688643,-0.314881379617245,0.0811522246822363,FALSE,-11.0294328799323
"L2+ IDE Subset","Commits",-2,-0.0145211143807703,0.0948857422342859,-0.200497169159971,0.17145494039843,FALSE,-1.44161914791283
"L2+ IDE Subset","Commits",0,0.257794624302876,0.0977943063428709,0.0661177838708492,0.449471464734903,TRUE,29.4073020182253
"L2+ IDE Subset","Commits",1,0.243647923644932,0.13444741852326,-0.019869016660658,0.507164863950522,FALSE,27.5895038926873
"L2+ IDE Subset","Commits",2,0.279274017588704,0.13934617328193,0.00615551795612168,0.552392517221287,TRUE,32.2169591959546
"L2+ IDE Subset","Commits",3,0.220613852113642,0.145837715733174,-0.065228070723379,0.506455774950663,FALSE,24.6841872240096
"L2+ IDE Subset","Commits",4,0.0802984267330611,0.150025274875958,-0.213751112023816,0.374347965489939,FALSE,8.36103977382998
"L2+ IDE Subset","Commits",5,0.0320134194822726,0.157322503950726,-0.27633868826115,0.340365527225695,FALSE,3.25313612484466
"L2+ IDE Subset","Commits",6,-0.206890120952552,0.198231157762668,-0.595423190167381,0.181642948262277,FALSE,-18.6891011279594
"L2+ IDE Subset","Lines Added",-6,0.882925836607848,0.566711086304003,-0.227827892547998,1.99367956576369,FALSE,141.796393438504
"L2+ IDE Subset","Lines Added",-5,-0.246998311961255,0.295327256975672,-0.825839735633572,0.331843111711063,FALSE,-21.8857987871754
"L2+ IDE Subset","Lines Added",-4,-0.182014944920059,0.233053052597569,-0.638798928011294,0.274769038171177,FALSE,-16.6411117596566
"L2+ IDE Subset","Lines Added",-3,-0.0322335708090127,0.213324072730169,-0.450348753360143,0.385881611742118,FALSE,-3.17196063701749
"L2+ IDE Subset","Lines Added",-2,-0.290534291991783,0.20714589336484,-0.69654024298687,0.115471659003303,FALSE,-25.2136116869727
"L2+ IDE Subset","Lines Added",0,0.0450020294485338,0.182866572611255,-0.313416452869526,0.403420511766593,FALSE,4.60299827705777
"L2+ IDE Subset","Lines Added",1,0.136719895530996,0.257297771752568,-0.367583737104036,0.641023528166028,FALSE,14.6506961815834
"L2+ IDE Subset","Lines Added",2,0.388969907411781,0.268785796995034,-0.137850254698486,0.915790069522047,FALSE,47.5460150250251
"L2+ IDE Subset","Lines Added",3,0.305591884741256,0.323580124786125,-0.328625159839549,0.939808929322062,FALSE,35.7428206323556
"L2+ IDE Subset","Lines Added",4,-0.207417562071511,0.343084118461896,-0.879862434256827,0.465027310113806,FALSE,-18.7319765313247
"L2+ IDE Subset","Lines Added",5,-0.114258337321129,0.35429191615446,-0.80867049298387,0.580153818341612,FALSE,-10.7972517876402
"L2+ IDE Subset","Lines Added",6,-0.549848262697871,0.361970636932605,-1.25931071108578,0.159614185690036,FALSE,-42.296263816958
"L2+ IDE Subset","Duplicated Lines Density",-6,0.0367467646970705,0.0952377863866437,-0.149919296620751,0.223412826014892,FALSE,3.74302736015195
"L2+ IDE Subset","Duplicated Lines Density",-5,0.0738724344855695,0.0819265431464821,-0.0867035900815353,0.234448459052674,FALSE,7.66694508431793
"L2+ IDE Subset","Duplicated Lines Density",-4,0.0290779265138961,0.0639319181999253,-0.0962286331579574,0.15438448618575,FALSE,2.95048170707901
"L2+ IDE Subset","Duplicated Lines Density",-3,-0.00860386700845508,0.0500158662350421,-0.106634964829138,0.0894272308122275,FALSE,-0.856695966916721
"L2+ IDE Subset","Duplicated Lines Density",-2,-0.0171114597342148,0.0442918927477796,-0.103923569519863,0.0697006500514332,FALSE,-1.69658901921708
"L2+ IDE Subset","Duplicated Lines Density",0,-0.0497411989442664,0.0498376191604145,-0.147422932498679,0.0479405346101459,FALSE,-4.85243644615163
"L2+ IDE Subset","Duplicated Lines Density",1,-0.0451081801155375,0.0633907575338381,-0.16935406488186,0.0791377046507852,FALSE,-4.41059324911508
"L2+ IDE Subset","Duplicated Lines Density",2,0.00472044047012401,0.0764063690894609,-0.145036042945219,0.154476923885467,FALSE,0.473159930052924
"L2+ IDE Subset","Duplicated Lines Density",3,0.0543043604092245,0.0753414824839401,-0.093364945259298,0.201973666077747,FALSE,5.5805898773027
"L2+ IDE Subset","Duplicated Lines Density",4,-0.000446260523218384,0.0778595472598521,-0.153050973152529,0.152158452106092,FALSE,-0.0446160963801456
"L2+ IDE Subset","Duplicated Lines Density",5,-0.00136248010920122,0.0808208578279186,-0.159771361451922,0.157046401233519,FALSE,-0.136155235457414
"L2+ IDE Subset","Duplicated Lines Density",6,-0.0113160715353107,0.101485127467958,-0.210226921372509,0.187594778301888,FALSE,-1.12522856265013
"L2+ IDE Subset","% Comment Lines",-6,0.0123350787871911,0.0865577625810038,-0.157318135871576,0.181988293445958,FALSE,1.24114696441491
"L2+ IDE Subset","% Comment Lines",-5,-0.0377715277018068,0.0392105142339743,-0.114624135600397,0.0390810801967829,FALSE,-3.70670807421701
"L2+ IDE Subset","% Comment Lines",-4,0.0141497094648049,0.0394459227974295,-0.0631642992181568,0.0914637181477667,FALSE,1.42502904410624
"L2+ IDE Subset","% Comment Lines",-3,0.0511188834523973,0.043154705035725,-0.0334643384176237,0.135702105322418,FALSE,5.24480044984734
"L2+ IDE Subset","% Comment Lines",-2,0.00339021241704429,0.0342320407542105,-0.0637045874612083,0.0704850122952969,FALSE,0.339596568692579
"L2+ IDE Subset","% Comment Lines",0,0.0663008613243385,0.0335390433375047,0.000564336382829253,0.132037386265848,TRUE,6.85481536222881
"L2+ IDE Subset","% Comment Lines",1,0.0873200907391063,0.045500772173485,-0.00186142272092429,0.176501604199137,FALSE,9.12459215343311
"L2+ IDE Subset","% Comment Lines",2,0.131531448630169,0.0510937731340457,0.031387653287439,0.231675243972898,TRUE,14.0573776641236
"L2+ IDE Subset","% Comment Lines",3,0.154368276311748,0.0572158406926357,0.0422252285541826,0.266511324069314,TRUE,16.692055685371
"L2+ IDE Subset","% Comment Lines",4,0.164935799768995,0.0602001246740138,0.0469435554079277,0.282928044130062,TRUE,17.9317403831206
"L2+ IDE Subset","% Comment Lines",5,0.182060175594757,0.07241964938533,0.04011766279951,0.324002688390003,TRUE,19.968638354947
"L2+ IDE Subset","% Comment Lines",6,0.194917261509736,0.0800819411023695,0.0379566569490915,0.35187786607038,TRUE,21.5210437653194
"L2+ IDE Subset","Static Analysis Warnings",-6,-0.167092716777967,0.178854516433096,-0.517647568986835,0.183462135430901,FALSE,-15.3878841927269
"L2+ IDE Subset","Static Analysis Warnings",-5,0.0760330655773396,0.0760960824209568,-0.0731152559677358,0.225181387122415,FALSE,7.89982512675651
"L2+ IDE Subset","Static Analysis Warnings",-4,0.0609777088311052,0.0511009845855406,-0.0391802209565544,0.161135638618765,FALSE,6.28752211920542
"L2+ IDE Subset","Static Analysis Warnings",-3,0.0634170264075119,0.0544180467968016,-0.0432423453142193,0.170076398129243,FALSE,6.54710761708033
"L2+ IDE Subset","Static Analysis Warnings",-2,0.0884305723407697,0.0465167632552619,-0.00274228363954367,0.179603428321083,FALSE,9.24584031477476
"L2+ IDE Subset","Static Analysis Warnings",0,0.0868882307353068,0.0505309951722387,-0.012152519802281,0.185928981272895,FALSE,9.07747578122173
"L2+ IDE Subset","Static Analysis Warnings",1,0.187587756412024,0.0714087677473993,0.047626571627121,0.327548941196926,TRUE,20.6336108504583
"L2+ IDE Subset","Static Analysis Warnings",2,0.214005009796663,0.101246032298079,0.0155627864924278,0.412447233100898,TRUE,23.8628860056639
"L2+ IDE Subset","Static Analysis Warnings",3,0.170327746651016,0.134211845861712,-0.0927274712379396,0.433382964539971,FALSE,18.5693394684234
"L2+ IDE Subset","Static Analysis Warnings",4,0.286578238662883,0.129634532924111,0.0324945541316263,0.54066192319414,TRUE,33.1862366948693
"L2+ IDE Subset","Static Analysis Warnings",5,0.303602579207333,0.109947850265718,0.0881047926865248,0.519100365728141,TRUE,35.4730551000771
"L2+ IDE Subset","Static Analysis Warnings",6,0.340840461969644,0.13477120907447,0.0766888921836826,0.604992031755605,TRUE,40.6128891932706
"L2+ IDE Subset","Cognitive/Code Complexity",-6,-0.178720464125538,0.149908414244461,-0.472540956044682,0.115100027793605,FALSE,-16.3660346339405
"L2+ IDE Subset","Cognitive/Code Complexity",-5,-0.0303897992905806,0.106121912925328,-0.238388748624223,0.177609150043062,FALSE,-2.99326717151556
"L2+ IDE Subset","Cognitive/Code Complexity",-4,0.071407483725781,0.0825939997398587,-0.0904767557643421,0.233291723215904,FALSE,7.40187818886271
"L2+ IDE Subset","Cognitive/Code Complexity",-3,0.0642277081705733,0.0814555704206557,-0.0954252098539119,0.223880626195058,FALSE,6.63351843523716
"L2+ IDE Subset","Cognitive/Code Complexity",-2,0.159807402383902,0.0656499901379719,0.0311334217134768,0.288481383054327,TRUE,17.3284877359208
"L2+ IDE Subset","Cognitive/Code Complexity",0,0.129004168845822,0.0677288937400709,-0.00374446288471733,0.261752800576361,FALSE,13.7694867030338
"L2+ IDE Subset","Cognitive/Code Complexity",1,0.309478506411262,0.109304238433185,0.0952421990822184,0.523714813740305,TRUE,36.2714282039732
"L2+ IDE Subset","Cognitive/Code Complexity",2,0.405836354779883,0.144787046057283,0.122053744507608,0.689618965052158,TRUE,50.0556973388439
"L2+ IDE Subset","Cognitive/Code Complexity",3,0.331083522865371,0.176006793998696,-0.0138897933720723,0.676056839102814,FALSE,39.2476091044409
"L2+ IDE Subset","Cognitive/Code Complexity",4,0.473876405932421,0.183522205513957,0.114172883125065,0.833579928739777,TRUE,60.620845692257
"L2+ IDE Subset","Cognitive/Code Complexity",5,0.451349148818165,0.192052251337666,0.0749267361963404,0.82777156143999,TRUE,57.0429499986751
"L2+ IDE Subset","Cognitive/Code Complexity",6,0.43951636356173,0.236838956360645,-0.0246879909051333,0.903720718028594,FALSE,55.1956454285602
